,"nom.famille","QtG","NewsChannels","RadioTV","Specialized","Interv_Committee","Presence_Committee","Submitted_Amdts","Reports","WrittenQ","Rooms","twitt_flwrs","NationPress","LocPress","OfficialFunctions","Interv_Plenary","NbVotes","Gender","Age","PolGroup","Career","Education"
"1","Morenas","0.769426349597021",0,0,0,"-0.466491299385741","0.10403739910625",8,1,21,3,"940.999999999997",2,6,0,15,223,"M",35,"LREM","6 - PolExp","AboveMaster"
"2","Quatennens","-0.346479464337618",23,25,6,"0.894306586205591","0.0478171027262148",209,0,41,0,"43500.0000000004",138,114,0,280,286,"M",27,"LFI","6 - PolExp","BA_or_less"
"3","Taquet","-0.66408821840219",2,0,2,"-0.67370195549959","-0.870774607540544",49,0,13,40,"4597.00000000002",12,26,0,43,282,"M",40,"LREM","1 - Novices","AboveMaster"
"4","Firmin Le Bodo","0.905082639964564",0,0,0,"-0.0524155521824425","0.323394615806242",96,1,25,8,"3828.99999999999",11,52,0,140,240,"F",49,"LC","1 - 2ndCareer","NoInfo"
"5","Thill","2.20294091759623",0,0,0,"-0.596578129916987","0.732510277940629",0,0,21,3,"3571.00",9,8,0,13,281,"F",53,"LREM","1 - Novices","BA_or_less"
"6","Kuric","-2.0976027864014",0,0,0,"-0.663416562210807","-1.34848494238887",6,2,15,2,"2885.99999999998",5,2,0,17,253,"F",30,"LREM","1 - Novices","BA_or_less"
"7","Bruneel","0.729234492969466",0,0,1,"-0.209177687234932","-1.26025784559909",46,1,24,6,"1345.00",27,57,0,140,221,"M",65,"GDR","1 - LocalRoots","BA_or_less"
"8","David","1.34936268627456",0,0,0,"0.396614707388518","1.04329835527982",0,2,37,6,"854.00",6,66,0,72,255,"M",68,"NG","1 - LocalRoots","AboveMaster"
"9","Perea","-0.66408821840219",0,0,0,"-0.126504299557878","-0.35094305754855",37,0,10,23,"2899.00000000001",3,180,0,37,130,"M",46,"LREM","1 - 2ndCareer","Master"
"10","Ramadier","-0.886681434341368",0,0,0,"-0.387712976194871","-0.227760410353813",153,0,10,18,"903.000000000003",4,11,0,101,559,"M",59,"LR","1 - LocalRoots","NoInfo"
"11","Tourret","-0.66408821840219",0,0,3,"-0.434006206474387","-1.25972041504068",25,2,7,9,"3098.00000000001",30,68,0,67,86,"M",70,"LREM","5 - Incumbent","Master"
"12","Gaillot","-0.66408821840219",0,0,0,"-0.614531821850337","0.415253786832918",11,1,5,15,"1861.00",0,7,0,23,458,"F",46,"LREM","1 - Novices","BA_or_less"
"13","Louis","0.769426349597021",1,0,0,"-0.0793076089528736","-0.257926626197845",27,2,3,1,"0.00",9,3,0,179,267,"F",34,"LREM","1 - Novices","Master"
"14","Ardisson","-0.66408821840219",0,0,0,"-0.499701666852789","-1.12814973425211",86,1,52,0,"2357.00000000001",7,1,0,17,258,"F",41,"LREM","4 - Entourage","NoInfo"
"15","Freschi","-0.66408821840219",0,0,0,"3.31999815450378","1.06483123470603",0,2,8,1,"1995.00",6,104,0,11,181,"M",38,"LREM","6 - PolExp","Master"
"16","Holroyd","-0.66408821840219",0,0,0,"-0.334983925047313","-0.00627828041019079",15,4,7,20,"3998.00000000001",1,1,0,17,112,"M",30,"LREM","1 - Novices","AboveMaster"
"17","Corbière","0.242535625036333",29,31,8,"0.32141394805159","-0.184307500809138",96,0,32,2,"64800.0000000027",188,229,0,520,301,"M",49,"LFI","1 - LocalRoots","Master"
"18","Thourot","-2.0976027864014",0,0,0,"-0.648303275810301","-0.979218154164686",10,2,4,11,"2999.00000000001",9,5,0,16,201,"F",32,"LREM","1 - Novices","Master"
"19","Lakrafi","-2.0976027864014",0,0,0,"-0.528226762755112","-1.23028714061781",3,0,22,15,"0.00",1,0,0,0,156,"F",39,"LREM","1 - Novices","Master"
"20","Montchalin (de)","0.769426349597021",26,16,2,"0.512026560269067","0.877613911624552",106,3,2,171,"16200.00",54,30,0,247,287,"F",32,"LREM","6 - PolExp","AboveMaster"
"21","Chassaigne","1.51055716400818",6,2,6,"0.663545454261748","0.680881213180254",273,2,58,52,"9369.00000000003",114,94,1,496,234,"M",67,"GDR","5 - Incumbent","BA_or_less"
"22","Villiers","0.381087427353501",0,0,0,"-0.462231186707114","-0.541847194984265",2,0,0,2,"249.000000000001",4,1,0,12,60,"M",63,"LC","1 - LocalRoots","NoInfo"
"23","Khedher","0.769426349597021",0,0,0,"-0.607228711661696","-0.616901857803833",1,0,11,7,"1915.99999999999",4,9,0,11,176,"F",37,"LREM","4 - Entourage","BA_or_less"
"24","Le Meur","-0.66408821840219",0,0,0,"-0.592372986435665","0.0497851055220583",15,1,20,11,"2219.00000000001",2,24,0,12,352,"F",44,"LREM","1 - Novices","Master"
"25","Blanc","-0.66408821840219",0,0,0,"-0.657443886299941","-0.415068844875767",1,1,6,5,"869.999999999998",0,29,0,5,96,"F",51,"LREM","1 - LocalRoots","BA_or_less"
"26","Brugnera","2.20294091759623",1,0,1,"0.087268522918385","0.56634979955793",23,0,6,1,"2599.99999999999",3,8,0,45,321,"F",47,"LREM","6 - PolExp","AboveMaster"
"27","Lang","0.769426349597021",0,0,0,"-0.783081762508452","-1.03986815814149",8,1,1,13,"4064.99999999999",8,6,0,22,136,"F",56,"LREM","5 - Incumbent","Master"
"28","Brunet","-0.66408821840219",0,0,0,"-0.470376109177633","-0.38094129944309",20,0,10,9,"1938.00",2,7,0,12,135,"F",55,"LREM","1 - Novices","AboveMaster"
"29","Genetet","-0.66408821840219",0,0,0,"-0.30057347779668","-0.739905955228123",2,1,13,21,"3385.99999999999",3,0,0,14,215,"F",54,"LREM","1 - Novices","AboveMaster"
"30","Cattelot","-0.66408821840219",0,0,1,"-0.502081231674354","0.0591952152960864",26,2,8,13,"1819.00",0,16,0,31,214,"F",29,"LREM","4 - Entourage","AboveMaster"
"31","Petel","-0.66408821840219",0,0,0,"-0.505611786616631","0.303341805739054",20,0,5,8,"3305.99999999999",3,4,0,13,220,"F",47,"LREM","1 - Novices","Master"
"32","Chapelier","0.769426349597021",1,0,1,"0.12627643150038","1.17703867856792",33,1,10,9,"3690.00000000001",2,54,0,38,279,"F",50,"LREM","1 - Novices","BA_or_less"
"33","Genevard","0.132492628119974",6,7,8,"-0.430797123169018","0.732510277940629",101,0,28,4,"6645.99999999999",44,40,1,890,115,"F",61,"LR","5 - Incumbent","BA_or_less"
"34","Vidal","-0.66408821840219",0,0,0,"0.282881871829986","1.47163425363969",7,1,11,5,"3250.99999999999",3,24,0,20,251,"F",61,"LREM","6 - PolExp","AboveMaster"
"35","Cellier","-0.66408821840219",0,0,0,"-0.144106787370656","0.34560125577522",12,0,5,29,"3410.00000000002",2,181,0,14,219,"M",42,"LREM","6 - PolExp","NoInfo"
"36","Herth","-0.666902997868626",0,0,1,"-0.115186387430978","-0.457328294911933",104,0,16,2,"1204.00000000001",5,7,0,58,105,"M",54,"LC","5 - Incumbent","BA_or_less"
"37","Viala","1.15166669058132",1,0,5,"1.28775990232796","2.5871677341158",300,2,49,13,"2155.00000000001",12,190,0,296,210,"M",43,"LR","5 - Incumbent","Master"
"38","Amadou","0.769426349597021",0,0,0,"0.418830536414323","-0.485999896865827",61,2,3,21,"3612.00",3,24,0,76,212,"F",37,"LREM","1 - Novices","Master"
"39","Bono-Vandorme","-0.66408821840219",0,0,0,"-0.323748320801851","0.838188252087416",11,1,17,1,"940.999999999997",3,1,0,14,290,"F",55,"LREM","1 - 2ndCareer","AboveMaster"
"40","Luquet","1.3006084545613",0,0,0,"-0.311279842942586","-0.603709977912328",18,1,11,3,"756.999999999999",5,4,0,16,138,"F",50,"MODEM","4 - Entourage","Master"
"41","Dufeu Schubert","0.769426349597021",0,0,0,"-0.515914932434917","-0.227760410353813",3,0,14,0,"2053.99999999999",2,7,0,21,224,"F",37,"LREM","1 - Novices","Master"
"42","Pradié","2.17084075304266",3,4,5,"-0.500512193509671","-1.17957691193325",67,0,33,1,"3847.00000000001",44,17,0,94,124,"M",31,"LR","4 - Entourage","BA_or_less"
"43","Taché","-0.66408821840219",13,14,6,"0.54914747325162","-0.916704193053882",99,3,4,133,"9106.99999999999",144,110,0,116,143,"M",33,"LREM","4 - Entourage","Master"
"44","Bergé","2.20294091759623",29,33,12,"-0.700191259134468","0.0678683644098346",7,0,7,99,"41100.0000000009",109,65,0,71,180,"F",31,"LREM","4 - Entourage","AboveMaster"
"45","Bessot Ballot","2.20294091759623",0,0,0,"-0.295938887053966","0.303341805739054",75,0,29,6,"2421.00000000001",2,13,0,13,116,"F",45,"LREM","1 - Novices","BA_or_less"
"46","Pompili","0.769426349597021",5,13,5,"6.70279978394093","3.64277428419914",27,2,44,10,"37400.0000000006",65,62,0,69,206,"F",42,"LREM","5 - Incumbent","AboveMaster"
"47","Lachaud","0.242535625036333",13,8,6,"1.38690921024894","0.798861492360625",160,2,48,9,"14900.00",37,33,0,361,310,"M",37,"LFI","6 - PolExp","Master"
"48","Descamps","0.905082639964564",0,0,0,"-0.223570864734057","-0.0982921139728639",39,0,32,6,"0.00",3,8,0,58,112,"F",56,"LC","1 - 2ndCareer","NoInfo"
"49","Piron","0.769426349597021",0,0,0,"-0.513687626543003","-0.0982921139728639",14,1,5,4,"4039.99999999999",0,1,0,18,363,"F",52,"LREM","1 - Novices","AboveMaster"
"50","Belhaddad","2.20294091759623",0,0,0,"-0.446883109844123","1.33384549709968",33,0,23,13,"2007.99999999999",3,6,0,37,205,"M",48,"LREM","1 - 2ndCareer","Master"
"51","Peyrol","-0.66408821840219",1,0,0,"-0.346507877228488","0.157405458855502",19,3,6,31,"2874.00",6,3,0,38,279,"F",26,"LREM","1 - Novices","Master"
"52","Taurine","-0.346479464337618",0,0,0,"-0.151336887355575","-0.753144445165095",213,0,18,10,"5486.99999999999",9,3,0,141,357,"F",41,"LFI","6 - PolExp","Master"
"53","Dirx","0.769426349597021",0,0,0,"-0.286345147486778","-0.427845200889232",2,1,12,0,"2761.00000000001",1,120,0,4,201,"M",38,"LREM","1 - Novices","Master"
"54","Potterie","-0.66408821840219",0,0,0,"-0.585142886450746","0.514639055919884",32,0,20,2,"3175.00000000001",3,49,0,22,435,"M",50,"LREM","1 - Novices","BA_or_less"
"55","Simian","0.769426349597021",3,0,3,"-0.461747399040241","-0.104488523969607",31,2,41,19,"3740.00000000001",10,340,0,73,135,"M",34,"LREM","1 - 2ndCareer","Master"
"56","Abba","0.769426349597021",0,0,0,"-0.111722256087102","0.457911087615539",10,0,4,4,"4882.00",5,2,0,14,238,"F",41,"LREM","6 - PolExp","BA_or_less"
"57","Couillard","-0.66408821840219",0,0,0,"-0.399972103767246","-0.80592351420335",5,0,29,1,"3880.00000000001",1,6,0,10,154,"F",31,"LREM","1 - Novices","Master"
"58","Poletti","0.132492628119974",0,0,0,"-0.172518505007562","-0.427845200889232",28,2,51,2,"1700.00",7,3,0,24,107,"F",58,"LR","5 - Incumbent","BA_or_less"
"59","Brochand","-1.90585549680271",0,0,0,"-1.0524758984739","-2.31376515907551",0,0,28,1,"0.00",12,25,0,0,27,"M",79,"LR","5 - Incumbent","AboveMaster"
"60","Deflesselles","-1.90585549680271",0,0,0,"-0.471313441515504","-0.918226386278917",0,0,8,0,"1052.00",2,0,0,7,26,"M",64,"LR","5 - Incumbent","NoInfo"
"61","Perrut","1.15166669058132",0,0,0,"-0.141170752656321","0.415253786832918",194,0,61,0,"5702.00000000001",3,154,0,32,83,"M",60,"LR","5 - Incumbent","Master"
"62","Reynès","0.132492628119974",0,0,0,"-0.65628173554423","-1.4531876794313",3,0,2,2,"4036.00",9,8,0,4,30,"M",64,"LR","5 - Incumbent","AboveMaster"
"63","Bouyx","-0.66408821840219",0,0,0,"0.311244725529106","1.93490051053379",2,1,6,3,"2034.99999999999",1,65,0,21,343,"M",47,"LREM","1 - Novices","AboveMaster"
"64","Pancher","-0.666902997868626",0,0,2,"0.583033787039401","-0.249836289403039",270,0,10,15,"5268.00000000002",17,139,0,105,101,"M",59,"LC","5 - Incumbent","Master"
"65","Sorre","0.769426349597021",0,0,0,"0.253049529666354","0.0678683644098346",21,1,52,0,"1219.99999999999",5,158,0,32,156,"M",52,"LREM","1 - LocalRoots","BA_or_less"
"66","Brocard","-0.66408821840219",0,0,0,"-0.385943459656092","0.0179558767377536",19,0,12,2,"1628.00000000001",6,18,0,18,221,"F",36,"LREM","1 - 2ndCareer","Master"
"67","Vallaud","0.198435689158023",12,15,5,"1.76213521306129","1.10419756953299",350,0,34,21,"0.00",149,316,0,284,224,"M",42,"NG","1 - 2ndCareer","AboveMaster"
"68","Hammouche","-1.0925111018315",0,0,0,"0.0560630261745196","0.874549641966298",80,0,28,2,"2067.00",1,9,0,89,317,"M",46,"MODEM","6 - PolExp","AboveMaster"
"69","Bourguignon","-0.66408821840219",0,0,0,"2.24535797119685","2.06871886531308",14,1,0,5,"6630.00000000002",83,86,0,37,290,"F",58,"LREM","5 - Incumbent","NoInfo"
"70","Kuster","0.132492628119974",3,1,0,"0.253049529666354","-0.818320853631224",107,2,33,13,"1100.00",14,16,0,158,330,"F",58,"LR","1 - LocalRoots","BA_or_less"
"71","Liso","-0.66408821840219",0,0,0,"-0.907417517569429","-0.375226244610695",0,0,27,1,"1915.00000000001",4,10,0,8,152,"F",58,"LREM","1 - Novices","NoInfo"
"72","Bilde","-0.3659625273557",0,0,0,"-0.831488978564262","-0.778915436513868",73,0,33,4,"5493.99999999999",34,40,0,95,221,"M",41,"NI","4 - Entourage","Master"
"73","Bonnell","-0.66408821840219",8,4,0,"-0.811765600681178","-1.74343673229397",5,0,1,0,"7394.00",52,84,0,12,191,"M",59,"LREM","1 - Novices","AboveMaster"
"74","Duvergé","-0.294804583033896",0,0,0,"-0.215196560382538","0.306250935397273",38,0,5,1,"427.000000000001",4,91,0,27,143,"M",60,"MODEM","1 - 2ndCareer","AboveMaster"
"75","Fuchs","0.502901935763704",8,0,0,"0.439299698318225","0.909558031991726",113,1,14,5,"2976.00000000001",18,7,0,121,223,"M",58,"MODEM","6 - PolExp","AboveMaster"
"76","Joncour","-0.294804583033896",0,0,0,"-0.457085111205602","-0.294104877601137",0,0,14,0,"1635.00",2,126,0,7,82,"M",64,"MODEM","1 - LocalRoots","BA_or_less"
"77","Millienne","2.0983149733589",0,0,1,"0.10261737423916","0.407357703542784",58,0,7,18,"3071.99999999998",6,17,0,107,360,"M",58,"MODEM","6 - PolExp","NoInfo"
"78","Questel","0.769426349597021",0,0,2,"-0.611355505235144","0.102719137785575",3,1,7,8,"2532.99999999999",6,67,0,45,561,"M",51,"LREM","1 - LocalRoots","Master"
"79","Studer","-0.66408821840219",1,0,3,"4.56335570511355","2.22795458338492",27,2,1,5,"4231.99999999999",18,8,0,100,199,"M",39,"LREM","1 - Novices","Master"
"80","Tan","-0.66408821840219",0,0,0,"-0.357486799036288","-0.427845200889232",5,1,12,12,"1783.00000000001",12,10,0,16,104,"M",50,"LREM","1 - 2ndCareer","Master"
"81","Bureau-Bonnard","-2.0976027864014",0,0,0,"-0.558352782203102","0.759534732633835",3,0,0,4,"2920.00",14,21,1,1247,320,"F",52,"LREM","1 - 2ndCareer","BA_or_less"
"82","Grandjean","0.769426349597021",0,0,0,"-0.318681153604077","0.553042543372932",56,1,34,7,"2842.99999999999",2,27,0,35,228,"F",34,"LREM","1 - Novices","Master"
"83","Abadie","0.769426349597021",0,0,1,"-0.589186842890049","0.503436653322709",12,0,8,3,"3248.99999999999",4,4,0,30,444,"F",41,"LREM","1 - Novices","Master"
"84","Fiat","0.242535625036333",3,2,3,"0.608317606900873","-1.10042253510723",204,2,27,8,"12500.00",27,38,0,294,357,"F",40,"LFI","6 - PolExp","BA_or_less"
"85","Janvier","0.769426349597021",0,1,0,"-0.545499999259543","0.690831299912946",24,0,36,1,"2500.00",5,2,0,28,227,"F",35,"LREM","1 - Novices","AboveMaster"
"86","Fabre","0.769426349597021",0,0,2,"5.10524776424403","0.0937466882395527",307,2,8,13,"4202.99999999999",11,10,0,439,268,"F",39,"LREM","1 - Novices","AboveMaster"
"87","Kamowski","-0.66408821840219",0,0,0,"-0.478343531164576","1.10451292662841",12,2,2,5,"853.00",2,1,0,94,434,"F",59,"LREM","1 - LocalRoots","Master"
"88","Osson","-0.66408821840219",0,0,0,"-0.582748896942581","-0.0390150282633294",3,2,14,4,"1481.00",2,17,0,16,199,"F",43,"LREM","4 - Entourage","BA_or_less"
"89","Racon-Bouzon","0.769426349597021",0,0,0,"-0.492965000699507","-0.209065766227996",16,2,8,9,"2606.00",4,3,0,36,119,"F",41,"LREM","1 - Novices","AboveMaster"
"90","Muschotti","0.769426349597021",3,0,0,"-0.587678339878259","-1.08882297452532",1,0,28,0,"3327.99999999999",3,0,0,7,94,"F",30,"LREM","4 - Entourage","Master"
"91","Rilhac","0.769426349597021",0,0,0,"-0.078512483829584","-0.264452592355562",11,0,13,16,"1419.00000000001",3,5,0,68,357,"F",43,"LREM","1 - Novices","BA_or_less"
"92","Untermaier","0.198435689158023",0,0,4,"0.585752261399964","0.463364901768996",253,1,48,18,"2811.00000000001",23,42,0,198,204,"F",66,"NG","5 - Incumbent","Master"
"93","Roussel","-0.66408821840219",0,0,0,"-0.430797123169018","0.455576147302798",28,0,3,4,"2290.00000000001",3,1,0,37,246,"M",45,"LREM","1 - Novices","Master"
"94","Villani","-0.66408821840219",3,13,1,"0.925671750691415","-0.338070129305272",7,3,3,13,"61600.0000000013",178,190,0,27,196,"M",44,"LREM","6 - PolExp","AboveMaster"
"95","Lavergne (de)","0.769426349597021",0,0,0,"0.0294156122674122","0.810455206173046",96,4,0,20,"4831.00",7,1,0,47,310,"F",38,"LREM","6 - PolExp","AboveMaster"
"96","Calvez","0.769426349597021",5,4,4,"0.0458232712313928","0.954057582450893",7,1,4,7,"7386.00000000001",2,5,0,18,304,"F",38,"LREM","6 - PolExp","AboveMaster"
"97","Motin","0.769426349597021",0,0,1,"-0.265840211960262","1.56508561654046",31,3,3,20,"0.00",17,9,0,329,476,"F",42,"LREM","1 - Novices","Master"
"98","Courson (de)","1.95307306518669",0,0,0,"1.69323165883953","1.1722446423028",480,1,8,15,"6951.00000000001",63,35,0,729,169,"M",65,"LC","5 - Incumbent","AboveMaster"
"99","la Verpillière (de)","-0.886681434341368",0,0,0,"0.0868094866503386","0.090979817278396",28,0,36,1,"4141.99999999999",3,58,0,106,153,"M",63,"LR","5 - Incumbent","AboveMaster"
"100","Lecocq","0.769426349597021",0,0,0,"-0.535638310318001","0.231535444779567",18,1,28,4,"3019.00000000001",0,20,0,13,229,"F",40,"LREM","1 - Novices","Master"
"101","Dubos","-0.66408821840219",0,0,0,"2.57441080695908","0.176563455630556",132,1,3,12,"7192.00000000003",7,11,0,433,491,"F",41,"LREM","6 - PolExp","BA_or_less"
"102","Hutin","-0.95249130795851",0,0,0,"5.9314351979404","1.08787846304252",0,0,13,2,"334.999999999998",8,52,0,115,87,"M",56,"NG","5 - Incumbent","AboveMaster"
"103","Jacob","4.20918887796534",13,10,4,"-0.675655012903728","-0.852862416164576",19,0,2,81,"0.00",222,190,1,240,218,"M",58,"LR","5 - Incumbent","BA_or_less"
"104","Cloarec","-0.66408821840219",0,0,0,"-0.653978577616505","-0.457408337920503",9,1,3,9,"2708.00000000001",2,12,0,7,335,"F",53,"LREM","1 - 2ndCareer","Master"
"105","Hennion","0.769426349597021",0,0,0,"-0.136876687385736","1.27530915657087",19,3,9,9,"3592.99999999998",1,2,0,39,350,"F",62,"LREM","6 - PolExp","Master"
"106","Pires Beaune","1.34936268627456",0,0,2,"0.102926257837346","0.517509685240027",105,2,45,8,"3144.99999999999",14,4,0,265,362,"F",53,"NG","5 - Incumbent","BA_or_less"
"107","Arend","0.769426349597021",0,0,0,"-0.11911327782249","-1.00813705049437",5,1,17,2,"2167.00000000001",19,69,0,28,145,"M",42,"LREM","6 - PolExp","Master"
"108","Blanchet","0.769426349597021",0,0,0,"-0.431275365610758","-0.105653981355557",73,0,52,3,"2887.00000000001",5,100,0,51,268,"M",44,"LREM","6 - PolExp","AboveMaster"
"109","Bouillon","-0.377027809400244",0,0,3,"-0.0821581691455484","-0.603709977912328",139,1,34,19,"5008.00000000002",10,175,0,114,157,"M",48,"NG","5 - Incumbent","Master"
"110","Di Pompeo","-2.0976027864014",0,0,0,"-0.343258468726386","-0.204944662075739",0,3,6,0,"1709.00000000001",0,24,0,2,64,"M",53,"LREM","1 - LocalRoots","NoInfo"
"111","Euzet","-0.66408821840219",0,0,0,"-0.500512193509671","-0.378141880858985",38,2,10,4,"1537.00",4,70,0,52,183,"M",50,"LREM","1 - Novices","AboveMaster"
"112","Jerretie","0.769426349597021",0,0,0,"-0.254316259779086","1.40140187727477",5,3,33,8,"2181.00000000001",8,2,0,77,164,"M",38,"LREM","6 - PolExp","Master"
"113","Lejeune","0.769426349597021",0,0,0,"0.125910230217214","1.86068400498397",10,0,18,12,"0.00",1,85,0,16,150,"M",48,"LREM","1 - LocalRoots","Master"
"114","Naegelen","0.905082639964564",0,0,1,"0.439299698318225","0.820397816466328",103,3,42,12,"411.999999999999",4,9,0,131,168,"M",34,"LC","1 - Novices","AboveMaster"
"115","Guion-Firmin","0.132492628119974",0,0,0,"-0.683563644441132","-0.641126679973854",1,0,2,0,"0.00",0,0,0,7,146,"F",60,"LR","1 - LocalRoots","NoInfo"
"116","O'Petit","-2.0976027864014",4,2,0,"-0.928140143412925","-1.48296276716202",17,0,57,0,"0.00",10,26,0,5,53,"F",68,"LREM","1 - Novices","BA_or_less"
"117","Pitollat","0.769426349597021",0,0,0,"-0.7230104002073","0.0478171027262148",8,0,3,0,"3435.99999999998",4,0,0,27,145,"F",38,"LREM","1 - Novices","AboveMaster"
"118","Ganay (de)","-1.90585549680271",0,0,1,"-0.186895718317788","0.680881213180254",26,2,8,5,"4637.00000000001",1,0,0,11,150,"M",64,"LR","5 - Incumbent","Master"
"119","Goasguen","0.132492628119974",10,2,3,"0.183189752739988","-0.338684985363835",4,1,12,1,"20699.9999999999",37,27,0,96,117,"M",72,"LR","5 - Incumbent","AboveMaster"
"120","Autain","-0.346479464337618",19,17,5,"0.681181313586559","-0.51700541641463",50,1,31,2,"52399.9999999999",102,73,0,289,183,"F",44,"LFI","1 - LocalRoots","Master"
"121","Le Grip","0.132492628119974",12,0,6,"0.999064060032215","1.67408632210925",85,1,31,41,"6905.99999999998",7,7,0,148,312,"F",57,"LR","4 - Entourage","AboveMaster"
"122","Dubost","-0.66408821840219",6,0,4,"-0.515291301739734","0.0225756346781485",16,0,0,2,"7830.00000000002",17,34,0,30,202,"F",34,"LREM","1 - Novices","Master"
"123","Vignon","-0.66408821840219",0,0,0,"-0.604670132908795","0.323394615806242",4,1,51,8,"2048.99999999999",1,2,0,35,312,"F",54,"LREM","6 - PolExp","AboveMaster"
"124","Isaac-Sibille","-0.294804583033896",0,0,0,"-0.190479197364031","0.0478171027262148",34,1,15,5,"1264.00",2,32,0,43,132,"M",59,"MODEM","1 - LocalRoots","AboveMaster"
"125","Abad","1.15166669058132",17,11,10,"-0.450825737394195","-1.20680325370569",380,0,52,12,"12900.00",116,193,0,141,85,"M",37,"LR","5 - Incumbent","AboveMaster"
"126","Adam","-0.66408821840219",0,0,0,"-0.0573455875516219","1.10627135642621",15,1,29,24,"2564.00",8,91,0,34,227,"M",28,"LREM","1 - Novices","Master"
"127","Pichereau","0.769426349597021",0,0,0,"-0.34084392988414","-0.300389673475794",8,4,17,16,"2872.00",4,90,0,32,175,"M",29,"LREM","6 - PolExp","AboveMaster"
"128","Fasquelle","1.15166669058132",9,10,3,"-0.0934960874762194","-0.457328294911933",122,1,18,27,"1599.99999999999",128,312,0,62,111,"M",54,"LR","5 - Incumbent","AboveMaster"
"129","Labaronne","-0.66408821840219",0,0,0,"-0.288888116322612","1.00856090303711",44,2,30,1,"2773.99999999999",3,143,0,61,262,"M",62,"LREM","6 - PolExp","AboveMaster"
"130","Cazarian","2.20294091759623",0,0,0,"-0.74163651082146","-1.53834959328958",1,0,16,0,"0.00",0,14,0,7,66,"F",52,"LREM","6 - PolExp","NoInfo"
"131","Hérin","0.769426349597021",0,0,2,"-0.451519749012514","0.677123451813063",9,2,0,8,"2761.00000000001",4,35,0,10,260,"F",70,"LREM","6 - PolExp","AboveMaster"
"132","Obono","-0.346479464337618",28,8,3,"1.88631378564551","1.22472818128955",473,0,10,18,"23200.0000000011",50,17,0,827,515,"F",37,"LFI","6 - PolExp","Master"
"133","Brulebois","0.769426349597021",0,0,0,"-0.414754147238023","0.356804319470028",15,0,30,4,"1238.00",7,38,0,110,316,"F",70,"LREM","1 - 2ndCareer","AboveMaster"
"134","Habib","-1.52795480651678",1,0,3,"-0.44878531470445","-0.818931147949832",22,0,6,2,"1597.99999999999",37,248,0,116,160,"M",56,"NG","5 - Incumbent","AboveMaster"
"135","Lorion","1.15166669058132",0,0,0,"-0.399972103767246","-0.755370130130594",54,0,28,5,"982.000000000003",2,5,0,31,59,"M",53,"LR","1 - LocalRoots","AboveMaster"
"136","Bagarry","0.769426349597021",0,0,0,"-0.397574665136413","1.42570466812635",18,1,9,7,"2494.00",10,2,0,60,341,"F",47,"LREM","1 - LocalRoots","AboveMaster"
"137","Batho","-0.95249130795851",7,11,6,"1.18623160985453","0.430120155847552",237,0,17,18,"61299.9999999972",85,111,0,149,175,"F",44,"NG","5 - Incumbent","BA_or_less"
"138","O","0.769426349597021",0,0,0,"-0.457085111205602","-0.427845200889232",1,0,0,17,"3938.00000000001",7,0,0,16,183,"F",32,"LREM","1 - Novices","AboveMaster"
"139","Masséglia","0.769426349597021",0,0,0,"-0.30057347779668","0.508337062127438",13,0,22,2,"5308.99999999998",5,104,0,14,242,"M",36,"LREM","1 - Novices","AboveMaster"
"140","Sommer","-0.66408821840219",0,0,0,"-0.382700086873","0.683676856064548",69,0,25,6,"1159.00",3,72,0,22,226,"M",60,"LREM","1 - LocalRoots","BA_or_less"
