,"nom.famille","QtG","NewsChannels","RadioTV","Specialized","Interv_Committee","Presence_Committee","Submitted_Amdts","Reports","WrittenQ","Rooms","twitt_flwrs","NationPress","LocPress","OfficialFunctions","Interv_Plenary","NbVotes","Gender","Age","PolGroup","Career","Education"
"141","Baichère","-0.66408821840219",0,0,0,"-0.353073878477007","-0.459594818896671",9,0,1,33,"8502.99999999997",2,10,0,8,226,"M",47,"LREM","6 - PolExp","Master"
"142","Le Gac","0.769426349597021",0,0,0,"0.331189133943309","0.838188252087416",4,0,52,9,"2421.00000000001",0,192,0,51,176,"M",52,"LREM","1 - LocalRoots","Master"
"143","Martin","0.769426349597021",0,0,1,"-0.455001086722195","1.19079025649854",41,2,6,7,"2461.00",4,62,0,24,341,"M",61,"LREM","1 - LocalRoots","NoInfo"
"144","Paris","0.769426349597021",0,0,0,"0.00197748631247322","-0.418213632412699",16,0,5,10,"0.00",12,178,0,86,170,"M",63,"LREM","6 - PolExp","Master"
"145","Quentin","0.132492628119974",0,0,0,"-0.0586918625283458","0.954138139754424",0,2,43,6,"1387.00",1,124,0,12,38,"M",71,"LR","5 - Incumbent","AboveMaster"
"146","Houbron","0.769426349597021",0,0,0,"-0.677861492270428","-0.338070129305272",44,0,48,6,"2410.00",4,56,0,47,209,"M",26,"LREM","6 - PolExp","Master"
"147","Cinieri","0.132492628119974",0,0,0,"0.166787511980883","1.7401631069687",444,0,56,5,"2375.99999999999",8,249,0,97,143,"M",62,"LR","5 - Incumbent","BA_or_less"
"148","Da Silva","0.769426349597021",0,0,0,"-0.397574665136413","0.736760885426284",25,0,1,10,"3418.00",4,8,0,25,392,"M",49,"LREM","1 - 2ndCareer","NoInfo"
"149","David","0.769426349597021",0,0,0,"-0.571224944761406","1.00856090303711",1,2,0,5,"3643.00000000001",2,9,0,8,159,"F",54,"LREM","1 - Novices","NoInfo"
"150","Potier","0.773899187716289",1,0,2,"1.4320550093418","0.97949300631771",293,1,49,79,"6198.00",32,192,0,228,228,"M",53,"NG","5 - Incumbent","NoInfo"
"151","Toutut-Picard","-0.66408821840219",0,0,0,"-0.0721389300655266","1.15012715504633",45,2,50,8,"1786.00",3,5,0,33,205,"F",63,"LREM","1 - LocalRoots","AboveMaster"
"152","Fajgeles","2.20294091759623",3,3,2,"2.27796015374218","0.583580156430136",189,3,0,49,"4920.99999999999",22,12,0,587,357,"F",47,"LREM","1 - 2ndCareer","Master"
"153","Jacquier-Laforge","-0.294804583033896",0,0,2,"-0.182761366563315","-0.378141880858985",42,3,22,26,"1440.00",3,0,0,83,219,"F",39,"MODEM","4 - Entourage","Master"
"154","Faucillon","-0.0520881780692474",1,0,5,"0.398107910570827","-0.0429052878452978",150,0,8,10,"9687.00000000002",38,20,0,248,258,"F",36,"GDR","4 - Entourage","Master"
"155","Bonnivard","-0.886681434341368",0,0,1,"-0.444461470768478","-0.300909011088438",162,2,35,22,"1882.00",12,2,0,95,228,"F",37,"LR","4 - Entourage","Master"
"156","Cariou","0.769426349597021",1,0,0,"0.143260090471459","2.6126615478409",69,4,9,11,"2665.99999999999",13,62,0,90,306,"F",46,"LREM","6 - PolExp","AboveMaster"
"157","Chalas","0.769426349597021",0,0,0,"-0.197540474793378","-0.137711371536705",24,4,1,17,"3412.00000000001",9,3,0,175,292,"F",40,"LREM","1 - Novices","Master"
"158","Guerel","-0.66408821840219",0,2,0,"-0.392174622043883","-1.04949621479853",12,1,48,4,"3205.00",1,1,0,14,173,"F",34,"LREM","1 - Novices","BA_or_less"
"159","Maquet","0.132492628119974",0,0,0,"-0.0969402126163251","0.255697551324517",167,0,23,2,"1096.00",6,47,0,42,138,"M",49,"LR","1 - LocalRoots","NoInfo"
"160","Anthoine","0.132492628119974",0,0,0,"-0.182125613047065","0.621736625685496",160,0,49,0,"542.000000000002",1,0,0,72,379,"F",53,"LR","1 - 2ndCareer","BA_or_less"
"161","Fontaine-Domeizel","0.769426349597021",0,0,0,"-0.614531821850337","0.874549641966298",14,0,14,1,"0.00",0,0,0,12,183,"F",44,"LREM","6 - PolExp","BA_or_less"
"162","Ménard","-0.3659625273557",8,7,4,"-0.346549586948402","-0.119252694622606",538,0,54,3,"3463.99999999999",35,49,0,650,651,"F",49,"NI","6 - PolExp","Master"
"163","Alauzet","-2.0976027864014",1,0,7,"0.0856403295655831","0.779403668065136",196,1,42,22,"4022.00",24,72,0,98,243,"M",59,"LREM","5 - Incumbent","AboveMaster"
"164","Bothorel","0.769426349597021",0,0,0,"-0.0573455875516219","1.44434695671554",96,2,5,23,"5511.99999999998",10,237,0,43,355,"M",51,"LREM","5 - Incumbent","BA_or_less"
"165","Ciotti","0.132492628119974",28,21,7,"0.0463148110026624","1.14458467818212",347,1,47,9,"13599.9999999999",274,215,1,333,193,"M",52,"LR","5 - Incumbent","AboveMaster"
"166","Coquerel","0.242535625036333",29,26,22,"0.517788536359655","0.615719928799443",304,3,16,22,"36199.9999999996",192,173,0,770,410,"M",59,"LFI","6 - PolExp","NoInfo"
"167","Diard","0.132492628119974",0,0,0,"-0.463564422934513","-0.458285383966412",155,0,21,2,"1290.00",9,6,0,99,178,"M",52,"LR","5 - Incumbent","Master"
"168","Girardin","0.769426349597021",0,0,0,"-0.215203495937268","1.8011601872457",17,0,5,3,"2246.00",1,0,0,18,399,"M",55,"LREM","1 - Novices","AboveMaster"
"169","Pauget","0.132492628119974",0,0,0,"-0.288708787069046","-0.119252694622606",175,1,30,5,"1918.00",6,5,0,57,204,"M",47,"LR","1 - LocalRoots","BA_or_less"
"170","Poulliat","0.769426349597021",0,0,0,"-0.663082384040365","-0.177783123090418",6,1,5,0,"1425.00",16,48,0,13,302,"M",43,"LREM","1 - 2ndCareer","NoInfo"
"171","Straumann","0.132492628119974",0,0,0,"-0.577912786465826","-0.119252694622606",65,0,35,4,"3526.00",7,6,0,39,129,"M",53,"LR","5 - Incumbent","Master"
"172","Woerth","0.132492628119974",14,21,7,"3.63501760136756","1.76150610365929",118,0,14,9,"54100.0000000002",153,152,0,299,117,"M",61,"LR","5 - Incumbent","AboveMaster"
"173","Bareigts","0.198435689158023",2,2,2,"0.174403293473024","-0.687056265487192",234,0,46,9,"12400.00",19,14,0,168,135,"F",50,"NG","5 - Incumbent","Master"
"174","Balanant","0.502901935763704",1,0,4,"0.888723980116257","1.0644411750747",94,1,11,5,"3139.00",22,245,0,232,326,"M",46,"MODEM","6 - PolExp","AboveMaster"
"175","Di Filippo","0.132492628119974",4,1,0,"0.231858411845158","0.810455206173046",67,0,53,0,"0.00",42,38,0,494,414,"M",31,"LR","4 - Entourage","AboveMaster"
"176","Gouttefarde","0.769426349597021",0,0,0,"-0.323748320801851","0.287613615912349",24,0,32,10,"2648.00",3,35,0,34,218,"M",39,"LREM","6 - PolExp","AboveMaster"
"177","Lainé","-1.8902176206291",0,0,0,"-0.00116718637513062","-0.0270004619019755",66,0,5,1,"0.00",1,98,0,44,82,"M",41,"MODEM","6 - PolExp","BA_or_less"
"178","Matras","-0.66408821840219",0,0,0,"-0.788704803995901","-0.618572390181265",3,1,15,4,"0.00",9,1,0,7,88,"M",33,"LREM","1 - 2ndCareer","Master"
"179","Roussel","-0.0520881780692474",0,0,9,"-0.19669649887321","-1.38122169024201",127,3,13,18,"6067.99999999997",74,119,0,249,133,"M",48,"GDR","1 - 2ndCareer","BA_or_less"
"180","Colboc","0.769426349597021",0,0,0,"0.00437801954440054","-0.209065766227996",13,0,13,9,"2729.00000000001",3,26,0,30,369,"F",46,"LREM","1 - Novices","BA_or_less"
"181","Brun","0.132492628119974",0,0,0,"0.531296634891683","-0.300389673475794",314,2,65,3,"1173.00",5,2,0,185,193,"M",49,"LR","4 - Entourage","BA_or_less"
"182","Le Vigoureux","0.769426349597021",0,0,0,"-0.594272849123756","-0.399119254647854",0,2,4,7,"987.000000000002",2,30,0,21,233,"M",48,"LREM","1 - 2ndCareer","AboveMaster"
"183","Khattabi","-0.66408821840219",0,0,0,"-0.496191554551833","0.185605859266229",10,0,8,2,"1980.00",1,14,0,21,380,"F",55,"LREM","1 - LocalRoots","Master"
"184","Charvier","-0.66408821840219",0,0,0,"-0.389351871482026","1.17560488696116",5,0,14,2,"2388.00",4,8,0,13,472,"F",33,"LREM","1 - Novices","BA_or_less"
"185","Lazaar","0.769426349597021",0,0,0,"0.15467991558994","-0.135901239327137",33,2,12,16,"5475.00",3,10,0,21,286,"F",32,"LREM","1 - Novices","AboveMaster"
"186","Granjus","-0.66408821840219",0,0,0,"-0.732872089148842","-0.365549166893827",5,0,12,3,"1114.00",4,5,0,16,261,"F",55,"LREM","1 - Novices","NoInfo"
"187","Lasserre-David","-1.8902176206291",0,0,0,"-0.407363125502635","-0.603709977912328",31,0,13,2,"0.00",2,23,0,30,140,"F",43,"MODEM","6 - PolExp","NoInfo"
"188","Boudié","-0.66408821840219",0,0,2,"-0.411837544129293","0.0225756346781485",51,0,9,10,"4957.99999999998",22,78,0,97,189,"M",44,"LREM","5 - Incumbent","AboveMaster"
"189","Bachelier","-0.66408821840219",6,0,2,"-0.65610464112029","-0.734882136984205",0,0,1,14,"6751.99999999999",43,128,1,8,188,"M",38,"LREM","6 - PolExp","Master"
"190","Vercamer","-1.71489342309075",0,0,0,"0.647764362667041","-0.870774607540544",248,1,18,18,"1755.00",9,31,0,240,189,"M",59,"LC","5 - Incumbent","AboveMaster"
"191","Marlin","-0.886681434341368",0,0,0,"-0.675655012903728","-2.38660604550941",8,0,53,0,"2294.00000000001",5,64,0,1,21,"M",53,"LR","5 - Incumbent","NoInfo"
"192","Riester","-1.19089821047969",19,8,7,"-1.03175327263041","-2.03683102843768",1,0,3,31,"43899.9999999998",125,148,0,23,109,"M",43,"LC","5 - Incumbent","AboveMaster"
"193","André","-0.66408821840219",0,0,0,"-0.323748320801851","-0.223634260535928",2,1,5,1,"4788.00",5,54,0,29,142,"M",50,"LREM","5 - Incumbent","Master"
"194","Cormier-Bouligeon","-0.66408821840219",0,0,0,"-0.845249640038941","-0.541386722993393",3,0,6,21,"0.00",3,6,0,30,106,"M",45,"LREM","4 - Entourage","Master"
"195","Cornut-Gentille","-0.886681434341368",0,0,6,"-0.53665308821788","-1.21753795097632",9,3,35,12,"2616.00000000001",35,22,0,51,114,"M",59,"LR","5 - Incumbent","BA_or_less"
"196","Rugy (de)","-2.0976027864014",24,28,7,"-0.648303275810301","-1.29979216659439",0,0,2,3,"56200.0000000009",321,495,1,1573,0,"M",44,"LREM","5 - Incumbent","AboveMaster"
"197","Jolivet","-0.66408821840219",0,0,0,"-0.53665308821788","-0.333645758941577",53,2,3,17,"2334.00000000001",4,137,0,79,277,"M",51,"LREM","1 - LocalRoots","Master"
"198","Lambert","-2.0976027864014",3,1,0,"-0.16345940823482","-1.56422427529468",179,0,9,7,"7768.99999999997",60,32,0,38,91,"M",51,"LREM","5 - Incumbent","Master"
"199","Pupponi","-0.377027809400244",12,1,2,"2.07352208081831","-0.595539741766686",806,0,1,11,"3852.99999999999",58,92,0,564,156,"M",55,"NG","5 - Incumbent","Master"
"200","Ruffin","-0.346479464337618",9,13,0,"1.42482490935688","-1.04896059541826",310,1,18,4,"101999.999999998",208,339,0,443,194,"M",42,"LFI","1 - Novices","Master"
"201","Dumas","-0.66408821840219",0,0,0,"-0.353073878477007","0.287613615912349",28,0,34,4,"3089.00",5,29,0,12,169,"F",57,"LREM","5 - Incumbent","Master"
"202","Barbier","-0.66408821840219",0,0,0,"-0.4428567808957","-0.160364554313041",5,0,33,5,"2574.99999999999",12,109,0,8,94,"M",57,"LREM","5 - Incumbent","NoInfo"
"203","Descrozaille","-2.0976027864014",0,0,0,"-0.471313441515504","-1.23028714061781",23,0,0,8,"2243.00000000001",2,11,0,47,218,"M",50,"LREM","6 - PolExp","AboveMaster"
"204","Petit","-1.0925111018315",0,0,0,"0.154733092120184","0.240856415551247",16,2,6,29,"1748.00",3,1,0,53,188,"M",56,"MODEM","6 - PolExp","AboveMaster"
"205","Reiss","-0.886681434341368",0,0,0,"0.667502046536277","1.84024680049195",51,0,21,3,"0.00",1,0,0,94,252,"M",68,"LR","5 - Incumbent","Master"
"206","Dumas","0.769426349597021",1,5,0,"-0.265016116421049","0.0124815382822684",2,1,7,116,"5114.99999999998",5,3,0,16,239,"F",54,"LREM","1 - LocalRoots","Master"
"207","Lardet","-2.0976027864014",0,0,0,"-0.00116718637513062","1.38876288826248",85,1,39,8,"2025.00",0,0,0,9,314,"F",51,"LREM","6 - PolExp","AboveMaster"
"208","Meunier","-0.886681434341368",0,0,0,"-0.492965000699507","-0.319839418483129",10,0,41,1,"646.999999999997",1,0,0,35,69,"F",57,"LR","6 - PolExp","Master"
"209","Tuffnell","0.769426349597021",0,0,0,"-0.244760647324092","-0.249836289403039",18,1,10,3,"1033.00",0,21,0,8,160,"F",61,"LREM","6 - PolExp","Master"
"210","Attal","0.769426349597021",13,16,3,"1.99375010052003","0.56634979955793",42,2,8,19,"26199.9999999989",106,83,0,211,245,"M",28,"LREM","4 - Entourage","AboveMaster"
"211","Serville","-0.0520881780692474",0,0,1,"-0.422145168973411","-0.603709977912328",53,1,24,0,"3377.00000000002",9,4,0,117,120,"M",58,"GDR","5 - Incumbent","Master"
"212","Le Bohec","0.769426349597021",0,0,0,"-0.223570864734057","1.12021806083359",46,0,9,7,"2776.00",4,81,0,31,293,"M",40,"LREM","1 - Novices","AboveMaster"
"213","Levy","-0.886681434341368",0,0,0,"-0.762457155973468","-1.4219296337006",5,0,19,0,"905.00",0,0,0,3,75,"F",69,"LR","5 - Incumbent","Master"
"214","Pau-Langevin","0.773899187716289",1,0,2,"0.522443665631804","0.289415668920099",66,1,16,29,"27100.0000000001",17,7,0,55,75,"F",69,"NG","5 - Incumbent","Master"
"215","Bannier","1.3006084545613",0,0,0,"-0.119957735516576","1.00944440857846",5,0,19,2,"1372.99999999999",3,28,0,37,304,"F",38,"MODEM","6 - PolExp","Master"
"216","Cherpion","-0.886681434341368",0,0,0,"0.923891653030217","-0.411478752407165",302,0,2,4,"2786.99999999999",21,14,0,238,147,"M",69,"LR","5 - Incumbent","AboveMaster"
"217","Menuel","-0.886681434341368",0,0,0,"-0.303888821207198","0.91289154427034",42,2,24,4,"0.00",0,2,0,42,114,"M",65,"LR","5 - Incumbent","BA_or_less"
"218","Collard","-0.3659625273557",8,9,2,"-0.796094358110932","-2.10122719766866",37,0,33,2,"18099.9999999999",89,194,0,62,103,"M",69,"NI","5 - Incumbent","Master"
"219","Carrez","-0.886681434341368",4,2,3,"-0.144838714057922","-1.02111746385749",25,2,1,7,"5623.00",75,42,0,181,46,"M",69,"LR","5 - Incumbent","AboveMaster"
"220","Le Gendre","-0.66408821840219",18,18,11,"-0.600034825214344","-0.202698767529022",0,2,4,26,"15400.0000000001",110,45,0,70,405,"M",59,"LREM","1 - Novices","AboveMaster"
"221","Lurton","1.15166669058132",0,0,1,"0.953476719854843","2.39022596390645",250,3,48,10,"5180.00000000001",27,269,0,419,647,"M",54,"LR","5 - Incumbent","NoInfo"
"222","Biémouret","0.198435689158023",0,0,0,"0.501721039788308","0.123255190537401",82,0,29,2,"2611.00",3,2,0,88,213,"F",65,"NG","5 - Incumbent","NoInfo"
"223","Melchior","-0.66408821840219",0,0,0,"-0.440540886752356","0.514639055919884",17,1,30,3,"2388.00",2,20,0,16,450,"F",57,"LREM","1 - Novices","AboveMaster"
"224","Besson-Moreau","0.769426349597021",0,0,0,"0.766885810729202","0.472379605883718",46,2,55,17,"3861.99999999999",11,16,0,48,184,"M",35,"LREM","1 - Novices","BA_or_less"
"225","Galbadon","-0.66408821840219",0,0,0,"-0.638023381603979","0.510962973430364",17,0,28,3,"0.00",0,129,0,10,124,"M",44,"LREM","1 - 2ndCareer","NoInfo"
"226","Chiche","-0.66408821840219",0,0,1,"-0.594808443967253","-0.687056265487192",31,0,5,6,"4244.00000000001",66,145,0,20,153,"M",31,"LREM","4 - Entourage","Master"
"227","Garot","-0.377027809400244",6,2,4,"0.716072178276391","-0.0476227531120163",97,1,36,53,"18200.00",26,149,0,138,164,"M",51,"NG","5 - Incumbent","AboveMaster"
"228","Gouffier-Cha","0.769426349597021",0,0,1,"-0.245546833668101","0.562900933999882",22,1,8,21,"2893.00",9,21,0,53,335,"M",31,"LREM","4 - Entourage","Master"
"229","Kasbarian","0.769426349597021",0,0,0,"0.0583360122070903","1.40208750667937",0,2,10,9,"4412.99999999999",9,5,0,19,255,"M",30,"LREM","1 - Novices","Master"
"230","Larrivé","-1.90585549680271",12,9,11,"0.785270222505815","0.102719137785575",129,1,30,2,"2300.00000000001",154,78,0,354,203,"M",40,"LR","5 - Incumbent","AboveMaster"
"231","Peltier","0.132492628119974",12,11,5,"-0.865972265882437","-1.75989689779985",11,1,27,9,"39600.0000000006",101,235,0,35,63,"M",41,"LR","6 - PolExp","Master"
"232","Vuilletet","0.769426349597021",0,0,0,"-0.138424041873126","0.663723659537562",67,3,10,6,"1460.00",8,12,0,83,382,"M",50,"LREM","1 - LocalRoots","Master"
"233","Bricout","0.381087427353501",0,0,1,"-0.200414516911762","0.154590783179006",126,0,20,1,"0.00",3,71,0,80,137,"M",73,"LC","1 - LocalRoots","NoInfo"
"234","Teissier","1.15166669058132",0,0,0,"-0.329030138416484","-1.497767787194",15,2,28,5,"7570.00000000002",10,1,0,14,47,"M",72,"LR","5 - Incumbent","Master"
"235","Rouillard","-0.66408821840219",2,0,0,"-0.57790315398654","-0.38094129944309",0,0,11,4,"5516.00",8,137,0,2,74,"M",41,"LREM","5 - Incumbent","Master"
"236","Vainqueur-Christophe","-0.95249130795851",0,0,0,"-0.437021420902581","-1.14635212062057",104,0,0,2,"369.00",3,0,0,37,118,"F",61,"NG","5 - Incumbent","AboveMaster"
"237","Zannier","-0.66408821840219",0,0,0,"-0.670471938155396","0.303077895554142",4,0,3,4,"1526.00",0,2,0,73,440,"F",45,"LREM","6 - PolExp","AboveMaster"
"238","Berville","-0.66408821840219",9,3,1,"-0.4428567808957","-1.09654681732971",0,0,1,6,"4794.00000000001",23,218,0,5,125,"M",27,"LREM","1 - Novices","AboveMaster"
"239","Pellois","-0.66408821840219",0,0,0,"-0.421413566406127","1.43413862512791",26,2,29,17,"2606.00",6,95,0,34,104,"M",66,"LREM","5 - Incumbent","AboveMaster"
"240","Saulignac","0.198435689158023",0,0,4,"0.139572482916101","0.710678007979317",37,0,38,8,"3199.99999999999",10,9,0,147,165,"M",47,"NG","1 - LocalRoots","Master"
"241","Julien-Laferriere","0.769426349597021",0,0,0,"-0.30057347779668","0.107116092263151",1,2,5,5,"2786.00000000001",5,18,0,15,200,"M",51,"LREM","1 - LocalRoots","Master"
"242","Wulfranc","0.729234492969466",0,0,3,"0.139572482916101","0.00293063096073929",111,1,24,1,"0.00",27,101,0,250,249,"M",61,"GDR","1 - LocalRoots","Master"
"243","Renson","-0.66408821840219",14,8,4,"-0.4428567808957","0.285436523313945",14,1,14,6,"1100.00",68,33,1,1560,138,"M",39,"LREM","4 - Entourage","AboveMaster"
"244","Bello","-0.833410849107961",0,0,0,"-0.308383786518851","-1.74058143368524",33,2,27,16,"1820.99999999999",6,3,0,52,108,"F",67,"GDR","5 - Incumbent","BA_or_less"
"245","Tiegna","-0.66408821840219",0,0,0,"-0.433310786767436","0.430120155847552",18,0,3,3,"2690.00000000001",5,0,0,30,382,"F",35,"LREM","1 - Novices","AboveMaster"
"246","Boucard","0.132492628119974",1,0,2,"-0.568127968094821","-1.32478353288606",42,0,24,1,"2334.00000000001",22,99,0,68,180,"M",29,"LR","4 - Entourage","AboveMaster"
"247","Florennes","0.502901935763704",0,2,2,"-0.278825570058725","0.503436653322709",46,2,2,14,"1922.00",1,1,0,95,482,"F",50,"MODEM","4 - Entourage","Master"
"248","Rauch","-0.66408821840219",0,0,0,"-0.00177854128873775","0.998718247517123",2,4,31,4,"516.999999999998",2,5,0,14,225,"F",49,"LREM","1 - 2ndCareer","NoInfo"
"249","Valentin","0.132492628119974",0,0,0,"-0.663840266558048","-0.870774607540544",96,0,29,10,"1353.00",2,23,0,57,272,"F",55,"LR","6 - PolExp","NoInfo"
"250","Dubois","-0.66408821840219",0,0,0,"0.377385284727331","1.50792584372656",14,0,21,6,"1223.00",1,33,0,24,368,"F",60,"LREM","6 - PolExp","AboveMaster"
"251","Maquet","0.769426349597021",0,0,0,"-0.329030138416484","-0.383265093126534",20,0,52,6,"1369.00",4,11,0,16,96,"F",68,"LREM","5 - Incumbent","NoInfo"
"252","Cattin","-0.886681434341368",0,0,0,"-0.657443886299941","-1.21799839556292",52,0,67,2,"696.999999999998",1,1,0,6,73,"M",59,"LR","1 - LocalRoots","NoInfo"
"253","Krabal","-0.66408821840219",0,1,0,"-0.569965603681178","-1.96865134787673",0,0,8,5,"2854.00",9,3,0,19,66,"M",69,"LREM","5 - Incumbent","BA_or_less"
"254","Maire","2.20294091759623",1,1,4,"0.0551347799508703","0.107116092263151",0,0,6,70,"2885.99999999998",15,19,0,19,107,"M",55,"LREM","1 - LocalRoots","AboveMaster"
"255","Marilossian","0.769426349597021",0,0,0,"0.194336531459245","0.916841771540997",16,1,62,17,"2826.00",0,6,0,33,249,"M",59,"LREM","6 - PolExp","AboveMaster"
"256","Savatier","-0.66408821840219",0,0,0,"-0.588510873033168","-0.791960228885518",0,2,0,10,"1908.00",5,53,0,11,65,"M",65,"LREM","1 - LocalRoots","Master"
"257","Djebbari","2.20294091759623",13,5,5,"0.287392917623868","-0.654263361985083",42,2,11,6,"4520.99999999998",35,29,0,183,192,"M",35,"LREM","1 - Novices","AboveMaster"
"258","Moreau","0.769426349597021",3,6,5,"5.26400800134914","0.894974106245378",203,4,0,25,"5759.00000000001",36,37,0,560,299,"M",40,"LREM","6 - PolExp","AboveMaster"
"259","Sempastous","-0.66408821840219",0,0,0,"-0.447770986737275","0.0497851055220583",64,2,16,5,"1208.00",2,10,0,39,366,"M",53,"LREM","1 - LocalRoots","BA_or_less"
"260","Grelier","-1.90585549680271",0,0,1,"0.420945517011574","0.185605859266229",127,0,54,20,"656.00",3,80,0,23,47,"M",51,"LR","1 - LocalRoots","AboveMaster"
"261","Colas-Roy","0.769426349597021",0,0,0,"0.457386417537799","1.16565846463412",139,4,3,13,"2999.00000000001",3,2,0,107,269,"M",39,"LREM","6 - PolExp","AboveMaster"
"262","Larsonneur","-0.66408821840219",0,0,0,"-0.41172499382732","-1.20680325370569",2,1,20,12,"2645.00",2,68,0,9,77,"M",33,"LREM","1 - Novices","AboveMaster"
"263","Taugourdeau","0.132492628119974",0,0,0,"-0.606833186405505","-1.68285234596075",52,0,11,2,"3750.00000000001",5,44,0,56,72,"M",64,"LR","5 - Incumbent","AboveMaster"
"264","Lagarde","0.905082639964564",12,15,6,"0.282313204484715","-0.498921578623462",202,0,24,3,"11700.00",100,122,0,349,120,"M",50,"LC","5 - Incumbent","BA_or_less"
"265","Bouchet","-0.886681434341368",0,0,0,"-0.592372986435665","-1.64059289592458",62,0,39,0,"1217.00",2,1,0,52,129,"M",60,"LR","5 - Incumbent","NoInfo"
"266","Leclabart","0.769426349597021",0,0,0,"-0.466491299385741","2.53059983459852",25,0,0,2,"3146.00000000001",4,0,0,29,371,"M",63,"LREM","1 - LocalRoots","BA_or_less"
"267","Acquaviva","2.5617376914899",4,1,0,"1.35134869937165","-0.375226244610695",376,0,25,5,"6145.00",17,10,0,139,133,"M",44,"NI","1 - 2ndCareer","Master"
"268","Cesarini","0.769426349597021",1,0,0,"-0.466491299385741","-0.856476898276106",28,1,0,8,"1512.00000000001",7,18,0,20,95,"M",47,"LREM","6 - PolExp","AboveMaster"
"269","Eliaou","0.769426349597021",0,0,0,"0.340964319835027","1.38876288826248",22,1,6,22,"2359.99999999999",14,39,0,27,182,"M",61,"LREM","6 - PolExp","AboveMaster"
"270","Mbaye","0.769426349597021",0,0,1,"-0.215203495937268","0.686657493178233",44,0,14,9,"2832.00000000001",0,17,0,43,370,"M",38,"LREM","1 - Novices","Master"
"271","Parigi","-0.886681434341368",0,0,0,"-0.669178538301395","-1.57764217736084",33,0,20,8,"0.00",4,30,0,4,86,"M",57,"LR","1 - LocalRoots","NoInfo"
"272","Portarrieu","-0.66408821840219",0,0,0,"-0.599368414304622","-0.650745739702725",0,0,14,1,"1751.00000000001",3,8,0,7,109,"M",52,"LREM","1 - 2ndCareer","Master"
"273","Ratenon","-0.346479464337618",0,0,0,"0.273020182888444","0.553042543372932",278,1,33,1,"3443.00",8,2,0,191,332,"M",50,"LFI","6 - PolExp","NoInfo"
"274","Bridey","0.769426349597021",1,10,1,"5.30675875282818","1.07414881044816",153,2,0,0,"2949.00000000001",29,46,0,338,396,"M",64,"LREM","5 - Incumbent","NoInfo"
"275","Ferrara","0.132492628119974",0,0,0,"-0.216221275992944","0.012326297824815",41,1,11,1,"873.999999999996",7,1,0,21,83,"M",50,"LR","6 - PolExp","AboveMaster"
"276","Gaultier","-0.886681434341368",0,0,0,"-0.907417517569429","-0.541386722993393",42,0,46,1,"884.000000000001",2,13,0,22,85,"M",54,"LR","5 - Incumbent","AboveMaster"
"277","Lassalle","-0.3659625273557",1,1,0,"-0.623082729576694","-1.87227290803909",42,0,24,4,"42699.9999999984",37,328,0,124,73,"M",62,"NI","5 - Incumbent","BA_or_less"
"278","Bourlanges","1.3006084545613",6,11,4,"0.391025062366727","0.68119342450572",22,0,0,3,"0.00",27,22,0,91,95,"M",71,"MODEM","4 - Entourage","AboveMaster"
"279","Bricout","0.198435689158023",0,0,0,"0.125974162199696","0.779403668065136",48,0,38,0,"1590.00000000001",7,3,0,252,307,"M",60,"NG","5 - Incumbent","BA_or_less"
"280","Masson","0.132492628119974",0,0,0,"-0.131034487758094","0.263006144000429",248,0,58,2,"0.00",7,6,0,110,263,"M",63,"LR","1 - LocalRoots","Master"
"281","Touraine","0.769426349597021",0,2,2,"-0.515914932434917","-0.319619581380489",2,0,16,19,"0.00",53,53,0,8,51,"M",72,"LREM","5 - Incumbent","AboveMaster"
"282","Fugit","2.20294091759623",0,0,0,"-0.274324734265645","0.0534840150334949",9,0,12,6,"2480.99999999999",2,100,0,31,369,"M",48,"LREM","6 - PolExp","AboveMaster"
